"","participant.id_in_session","participant.code","participant.label","participant._current_page_name","participant.time_started_utc","age","gender","education","income","dataScience","dataTeach","1.player.rating0","1.player.vignetteNumber","1.player.order_behavior_types","2.player.rating0","2.player.vignetteNumber","2.player.order_behavior_types","3.player.rating0","3.player.vignetteNumber","3.player.order_behavior_types","4.player.rating0","4.player.vignetteNumber","4.player.order_behavior_types","5.player.rating0","5.player.vignetteNumber","5.player.order_behavior_types","6.player.rating0","6.player.vignetteNumber","6.player.order_behavior_types","7.player.rating0","7.player.vignetteNumber","7.player.order_behavior_types","8.player.rating0","8.player.vignetteNumber","8.player.order_behavior_types","9.player.rating0","9.player.vignetteNumber","9.player.order_behavior_types","10.player.rating0","10.player.vignetteNumber","10.player.order_behavior_types","11.player.rating0","11.player.vignetteNumber","11.player.order_behavior_types","12.player.rating0","12.player.vignetteNumber","12.player.order_behavior_types","13.player.rating0","13.player.vignetteNumber","13.player.order_behavior_types","14.player.rating0","14.player.vignetteNumber","14.player.order_behavior_types","15.player.rating0","15.player.vignetteNumber","15.player.order_behavior_types","16.player.rating0","16.player.vignetteNumber","16.player.order_behavior_types","footprint.regional","footprint.recycling","footprint.diet","footprint.travel.car","footprint.travel.bus","footprint.travel.train","footprint.flying","footprint.electricity","total_co2","conservative_liberal","age_year","climate_change_concern1","climate_change_concern2","climate_change_concern3","climate_change_concern4","policy_item1","policy_item2","policy_item3","policy_item4","policy_item5","policy_item6","policy_item7","policy_item8","policy_item9","policy_item10","policy_item11","policy_item12","cc_concern.mean","conservative_liberal.binary","policy.support.total","policy.car","policy.flying","policy.RE","policy.meat","policy.recycle","policy.regional_food","policies.subsidies","policies.taxes"
"50",50,"i1aez6rg","5ec28a6332a7510637436a57","end","2023-10-27 15:50:37.733875",48,"Female","Higher education (Bachelor, Master, PhD)","> 45.001£",1,1,5,15,"['Food', 'Recycling', 'Vacation', 'Commute', 'Electricity', 'Diet']",7,9,"['Recycling', 'Diet', 'Commute', 'Vacation', 'Food', 'Electricity']",6,6,"['Electricity', 'Diet', 'Recycling', 'Vacation', 'Food', 'Commute']",2,4,"['Diet', 'Vacation', 'Electricity', 'Food', 'Recycling', 'Commute']",1,10,"['Recycling', 'Diet', 'Commute', 'Vacation', 'Food', 'Electricity']",6,8,"['Recycling', 'Food', 'Diet', 'Electricity', 'Vacation', 'Commute']",4,5,"['Electricity', 'Vacation', 'Diet', 'Food', 'Commute', 'Recycling']",5,2,"['Recycling', 'Electricity', 'Food', 'Diet', 'Commute', 'Vacation']",5,3,"['Vacation', 'Diet', 'Recycling', 'Commute', 'Food', 'Electricity']",2,13,"['Vacation', 'Food', 'Commute', 'Electricity', 'Recycling', 'Diet']",3,7,"['Food', 'Vacation', 'Commute', 'Recycling', 'Electricity', 'Diet']",2,14,"['Diet', 'Electricity', 'Recycling', 'Commute', 'Vacation', 'Food']",2,11,"['Recycling', 'Diet', 'Food', 'Electricity', 'Vacation', 'Commute']",1,0,"['Food', 'Electricity', 'Diet', 'Recycling', 'Vacation', 'Commute']",4,12,"['Diet', 'Electricity', 'Recycling', 'Food', 'Commute', 'Vacation']",2,1,"['Commute', 'Food', 'Diet', 'Vacation', 'Electricity', 'Recycling']",0,-0.0575,2.282,0.2726,0,0,6.74,0.6988837,9.9,7,1975,1,1,1,1,6,1,1,1,3,1,1,2,1,6,4,1,1,"right-leaning",2.33333333333333,3.5,1,2,1.5,3.5,2.5,3.66666666666667,1
"51",51,"lz9ya7u4","612dcfb8c22343ecae65b26b","end","2023-10-27 15:50:50.219376",49,"Male","Further education","30.501£ to 45.000£",1,1,6,11,"['Recycling', 'Vacation', 'Diet', 'Food', 'Commute', 'Electricity']",6,14,"['Recycling', 'Diet', 'Vacation', 'Food', 'Commute', 'Electricity']",4,5,"['Commute', 'Electricity', 'Diet', 'Recycling', 'Vacation', 'Food']",5,7,"['Food', 'Commute', 'Diet', 'Recycling', 'Vacation', 'Electricity']",3,3,"['Food', 'Recycling', 'Diet', 'Electricity', 'Vacation', 'Commute']",4,10,"['Electricity', 'Vacation', 'Food', 'Diet', 'Recycling', 'Commute']",4,13,"['Recycling', 'Diet', 'Commute', 'Vacation', 'Food', 'Electricity']",4,9,"['Commute', 'Vacation', 'Electricity', 'Food', 'Recycling', 'Diet']",1,0,"['Electricity', 'Vacation', 'Food', 'Commute', 'Recycling', 'Diet']",4,8,"['Electricity', 'Recycling', 'Food', 'Diet', 'Commute', 'Vacation']",5,6,"['Food', 'Commute', 'Diet', 'Vacation', 'Electricity', 'Recycling']",3,1,"['Recycling', 'Diet', 'Electricity', 'Commute', 'Food', 'Vacation']",9,15,"['Electricity', 'Diet', 'Food', 'Commute', 'Recycling', 'Vacation']",6,12,"['Electricity', 'Diet', 'Commute', 'Recycling', 'Food', 'Vacation']",6,2,"['Recycling', 'Electricity', 'Vacation', 'Food', 'Commute', 'Diet']",3,4,"['Electricity', 'Commute', 'Recycling', 'Diet', 'Food', 'Vacation']",-0.33,-0.0575,1.234,2.0414,0.1555,0.2909,0,0.6988837,4,5,1974,6,5,5,5,7,2,6,2,7,1,1,2,5,7,7,6,5.25,"left-leaning",4.41666666666667,4.5,4,4,1.5,6,6.5,6,2.83333333333333
"52",52,"l4sxvdm1","5fac822590be0627d4f09b47","end","2023-10-27 15:50:57.060157",26,"Female","Higher education (Bachelor, Master, PhD)","< 18.000£",1,1,6,6,"['Electricity', 'Commute', 'Diet', 'Vacation', 'Recycling', 'Food']",1,0,"['Recycling', 'Electricity', 'Vacation', 'Food', 'Diet', 'Commute']",5,3,"['Electricity', 'Recycling', 'Vacation', 'Diet', 'Commute', 'Food']",4,4,"['Electricity', 'Commute', 'Vacation', 'Recycling', 'Diet', 'Food']",6,8,"['Vacation', 'Commute', 'Diet', 'Recycling', 'Electricity', 'Food']",4,1,"['Food', 'Diet', 'Commute', 'Vacation', 'Electricity', 'Recycling']",10,15,"['Electricity', 'Vacation', 'Food', 'Recycling', 'Commute', 'Diet']",7,14,"['Vacation', 'Food', 'Recycling', 'Electricity', 'Diet', 'Commute']",6,12,"['Diet', 'Recycling', 'Electricity', 'Food', 'Commute', 'Vacation']",6,7,"['Electricity', 'Recycling', 'Vacation', 'Diet', 'Commute', 'Food']",7,13,"['Food', 'Vacation', 'Diet', 'Recycling', 'Commute', 'Electricity']",7,10,"['Electricity', 'Diet', 'Recycling', 'Commute', 'Vacation', 'Food']",4,2,"['Electricity', 'Food', 'Commute', 'Diet', 'Vacation', 'Recycling']",5,9,"['Electricity', 'Food', 'Recycling', 'Commute', 'Vacation', 'Diet']",6,11,"['Recycling', 'Electricity', 'Diet', 'Food', 'Vacation', 'Commute']",5,5,"['Vacation', 'Food', 'Recycling', 'Diet', 'Commute', 'Electricity']",-0.11,-0.0575,2.282,0,0.1555,0.0729,0.9,0.6988837,3.9,5,1996,5,6,6,6,7,3,5,3,7,1,5,7,1,7,7,2,5.75,"left-leaning",4.58333333333333,5,4,4,6,4,4.5,6.66666666666667,2.5
"53",53,"sobhipke","61289487d8a63660ac5b1b9e","end","2023-10-27 15:51:02.491579",32,"Male","Further education","23.001£ to 30.500£",1,1,2,10,"['Vacation', 'Recycling', 'Commute', 'Electricity', 'Diet', 'Food']",9,2,"['Diet', 'Food', 'Electricity', 'Vacation', 'Commute', 'Recycling']",7,15,"['Vacation', 'Commute', 'Diet', 'Recycling', 'Food', 'Electricity']",3,13,"['Diet', 'Commute', 'Food', 'Recycling', 'Vacation', 'Electricity']",4,12,"['Diet', 'Food', 'Vacation', 'Commute', 'Electricity', 'Recycling']",6,11,"['Electricity', 'Diet', 'Commute', 'Food', 'Vacation', 'Recycling']",2,5,"['Commute', 'Electricity', 'Recycling', 'Diet', 'Food', 'Vacation']",5,7,"['Food', 'Vacation', 'Recycling', 'Diet', 'Commute', 'Electricity']",3,14,"['Food', 'Recycling', 'Commute', 'Vacation', 'Diet', 'Electricity']",8,3,"['Recycling', 'Vacation', 'Food', 'Electricity', 'Diet', 'Commute']",3,0,"['Food', 'Diet', 'Recycling', 'Electricity', 'Commute', 'Vacation']",3,4,"['Recycling', 'Commute', 'Electricity', 'Vacation', 'Food', 'Diet']",3,6,"['Electricity', 'Vacation', 'Diet', 'Food', 'Commute', 'Recycling']",4,8,"['Food', 'Diet', 'Electricity', 'Vacation', 'Recycling', 'Commute']",7,9,"['Diet', 'Vacation', 'Food', 'Electricity', 'Recycling', 'Commute']",5,1,"['Food', 'Vacation', 'Recycling', 'Diet', 'Commute', 'Electricity']",0,-0.0575,2.282,1.0872,0.1555,0.0729,0.36,0.6988837,4.2,6,1991,2,5,4,4,7,5,6,1,7,1,2,6,2,7,7,2,3.75,"right-leaning",4.41666666666667,6,3.5,4,4,4.5,4.5,6.66666666666667,2.16666666666667
"54",54,"8pmo1ctw","5ecb75a89b41896d3d07e48c","end","2023-10-27 15:51:02.555066",29,"Female","Compulsory education","< 18.000£",1,1,5,12,"['Vacation', 'Electricity', 'Recycling', 'Commute', 'Diet', 'Food']",4,4,"['Commute', 'Food', 'Electricity', 'Vacation', 'Diet', 'Recycling']",4,10,"['Commute', 'Recycling', 'Electricity', 'Vacation', 'Diet', 'Food']",4,3,"['Vacation', 'Recycling', 'Diet', 'Commute', 'Electricity', 'Food']",7,14,"['Diet', 'Vacation', 'Commute', 'Electricity', 'Recycling', 'Food']",6,9,"['Vacation', 'Electricity', 'Recycling', 'Diet', 'Commute', 'Food']",5,1,"['Food', 'Commute', 'Electricity', 'Vacation', 'Recycling', 'Diet']",7,11,"['Vacation', 'Recycling', 'Electricity', 'Commute', 'Diet', 'Food']",7,15,"['Vacation', 'Diet', 'Food', 'Recycling', 'Commute', 'Electricity']",3,0,"['Recycling', 'Food', 'Electricity', 'Commute', 'Vacation', 'Diet']",7,5,"['Diet', 'Electricity', 'Food', 'Vacation', 'Commute', 'Recycling']",6,8,"['Food', 'Diet', 'Vacation', 'Electricity', 'Recycling', 'Commute']",6,6,"['Commute', 'Diet', 'Electricity', 'Vacation', 'Recycling', 'Food']",6,7,"['Commute', 'Diet', 'Recycling', 'Food', 'Electricity', 'Vacation']",6,2,"['Diet', 'Vacation', 'Electricity', 'Commute', 'Recycling', 'Food']",5,13,"['Food', 'Vacation', 'Commute', 'Recycling', 'Diet', 'Electricity']",-0.22,-0.0575,2.282,2.0414,0.1555,0.0729,0.36,0.6988837,5,8,1994,5,6,6,6,5,2,3,5,6,1,1,3,5,6,6,6,5.75,"right-leaning",4.08333333333333,3.5,4,3.5,2,5.5,6,4.83333333333333,3.33333333333333
"55",55,"ieu0zvd8","577f91b84d107800016d9e69","end","2023-10-27 15:51:18.868919",70,"Male","Further education","23.001£ to 30.500£",1,1,3,3,"['Electricity', 'Commute', 'Vacation', 'Recycling', 'Diet', 'Food']",5,6,"['Food', 'Electricity', 'Vacation', 'Commute', 'Recycling', 'Diet']",5,2,"['Electricity', 'Commute', 'Recycling', 'Food', 'Vacation', 'Diet']",4,7,"['Food', 'Electricity', 'Diet', 'Vacation', 'Recycling', 'Commute']",5,10,"['Diet', 'Electricity', 'Vacation', 'Commute', 'Food', 'Recycling']",7,15,"['Recycling', 'Diet', 'Food', 'Commute', 'Electricity', 'Vacation']",6,13,"['Food', 'Diet', 'Recycling', 'Commute', 'Electricity', 'Vacation']",4,4,"['Vacation', 'Commute', 'Electricity', 'Recycling', 'Food', 'Diet']",2,1,"['Diet', 'Vacation', 'Commute', 'Food', 'Electricity', 'Recycling']",8,14,"['Food', 'Vacation', 'Commute', 'Electricity', 'Diet', 'Recycling']",7,11,"['Food', 'Diet', 'Electricity', 'Recycling', 'Vacation', 'Commute']",6,9,"['Recycling', 'Commute', 'Diet', 'Vacation', 'Food', 'Electricity']",1,0,"['Electricity', 'Recycling', 'Diet', 'Vacation', 'Food', 'Commute']",6,12,"['Diet', 'Commute', 'Vacation', 'Food', 'Electricity', 'Recycling']",7,8,"['Electricity', 'Food', 'Recycling', 'Diet', 'Commute', 'Vacation']",8,5,"['Electricity', 'Vacation', 'Diet', 'Commute', 'Food', 'Recycling']",-0.22,-0.0575,2.282,0.2726,0.1555,0.0729,0,0.6988837,3.2,6,1953,4,5,5,5,6,4,5,5,6,6,4,5,6,6,6,7,4.75,"right-leaning",5.5,5,5,6,4.5,6,6.5,5.66666666666667,5.33333333333333
"56",56,"nl3pm9vh","5cd01e707e84a20017fddc02","end","2023-10-27 15:51:24.612986",66,"Female","Higher education (Bachelor, Master, PhD)","< 18.000£",1,1,5,12,"['Diet', 'Recycling', 'Commute', 'Vacation', 'Electricity', 'Food']",7,14,"['Vacation', 'Food', 'Diet', 'Commute', 'Electricity', 'Recycling']",5,7,"['Vacation', 'Diet', 'Electricity', 'Commute', 'Recycling', 'Food']",6,15,"['Vacation', 'Food', 'Electricity', 'Commute', 'Diet', 'Recycling']",3,1,"['Recycling', 'Electricity', 'Food', 'Commute', 'Vacation', 'Diet']",4,13,"['Commute', 'Diet', 'Electricity', 'Food', 'Vacation', 'Recycling']",5,9,"['Diet', 'Vacation', 'Food', 'Recycling', 'Commute', 'Electricity']",5,5,"['Vacation', 'Electricity', 'Food', 'Recycling', 'Diet', 'Commute']",4,6,"['Diet', 'Electricity', 'Food', 'Recycling', 'Commute', 'Vacation']",3,0,"['Commute', 'Electricity', 'Vacation', 'Recycling', 'Food', 'Diet']",4,8,"['Electricity', 'Vacation', 'Diet', 'Commute', 'Recycling', 'Food']",5,2,"['Recycling', 'Food', 'Vacation', 'Electricity', 'Commute', 'Diet']",4,4,"['Food', 'Vacation', 'Recycling', 'Electricity', 'Commute', 'Diet']",3,10,"['Food', 'Commute', 'Electricity', 'Vacation', 'Recycling', 'Diet']",5,3,"['Commute', 'Diet', 'Food', 'Recycling', 'Electricity', 'Vacation']",4,11,"['Diet', 'Electricity', 'Recycling', 'Food', 'Commute', 'Vacation']",-0.22,-0.0575,2.282,0,0.1555,0.0729,2.07,0.6988837,5,6,1956,2,2,2,3,7,3,3,1,5,1,1,4,5,7,7,3,2.25,"right-leaning",3.91666666666667,5,2,3,2.5,6,5,5.5,2.33333333333333
"57",57,"4qcid2eo","63d13c51b221bd175bb2e3db","task_example","2023-10-27 15:51:25.061276",21,"Male","Further education","23.001£ to 30.500£",1,1,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",58,"sfqy90p2","5d53bf0c2ebe880001a473d2","end","2023-10-27 15:51:36.774516",41,"Female","Higher education (Bachelor, Master, PhD)","23.001£ to 30.500£",1,1,5,11,"['Electricity', 'Food', 'Recycling', 'Vacation', 'Commute', 'Diet']",3,8,"['Recycling', 'Food', 'Commute', 'Electricity', 'Diet', 'Vacation']",4,3,"['Electricity', 'Food', 'Diet', 'Commute', 'Recycling', 'Vacation']",3,6,"['Diet', 'Food', 'Electricity', 'Recycling', 'Vacation', 'Commute']",4,12,"['Recycling', 'Vacation', 'Food', 'Electricity', 'Diet', 'Commute']",4,10,"['Vacation', 'Electricity', 'Food', 'Recycling', 'Commute', 'Diet']",5,1,"['Food', 'Vacation', 'Recycling', 'Electricity', 'Diet', 'Commute']",5,0,"['Recycling', 'Food', 'Electricity', 'Commute', 'Vacation', 'Diet']",6,15,"['Vacation', 'Commute', 'Diet', 'Recycling', 'Food', 'Electricity']",4,13,"['Food', 'Vacation', 'Electricity', 'Diet', 'Commute', 'Recycling']",5,5,"['Food', 'Recycling', 'Commute', 'Diet', 'Vacation', 'Electricity']",6,14,"['Commute', 'Recycling', 'Food', 'Vacation', 'Electricity', 'Diet']",6,9,"['Vacation', 'Recycling', 'Diet', 'Food', 'Commute', 'Electricity']",5,2,"['Commute', 'Electricity', 'Vacation', 'Diet', 'Food', 'Recycling']",5,7,"['Food', 'Vacation', 'Electricity', 'Commute', 'Recycling', 'Diet']",3,4,"['Commute', 'Recycling', 'Food', 'Vacation', 'Electricity', 'Diet']",-0.22,-0.0575,1.431,1.0872,0.1555,0.0729,3.59,1.294697,7.4,2,1981,4,5,5,5,7,3,2,2,2,1,4,5,3,7,7,4,4.75,"left-leaning",3.91666666666667,5,2,1.5,4.5,5,5.5,5,2.83333333333333
"59",59,"e188n3nl","5c882fbb42ff490016c7e47b","end","2023-10-27 15:51:44.846006",55,"Female","Higher education (Bachelor, Master, PhD)","30.501£ to 45.000£",1,1,6,10,"['Recycling', 'Vacation', 'Diet', 'Food', 'Commute', 'Electricity']",7,6,"['Electricity', 'Food', 'Diet', 'Commute', 'Vacation', 'Recycling']",7,3,"['Commute', 'Recycling', 'Food', 'Diet', 'Electricity', 'Vacation']",5,12,"['Commute', 'Food', 'Recycling', 'Electricity', 'Diet', 'Vacation']",4,4,"['Vacation', 'Commute', 'Diet', 'Food', 'Recycling', 'Electricity']",5,8,"['Diet', 'Vacation', 'Food', 'Recycling', 'Electricity', 'Commute']",6,2,"['Electricity', 'Recycling', 'Food', 'Commute', 'Diet', 'Vacation']",8,9,"['Vacation', 'Diet', 'Food', 'Recycling', 'Electricity', 'Commute']",7,11,"['Food', 'Diet', 'Recycling', 'Vacation', 'Commute', 'Electricity']",7,15,"['Recycling', 'Diet', 'Food', 'Electricity', 'Commute', 'Vacation']",3,0,"['Vacation', 'Food', 'Diet', 'Recycling', 'Commute', 'Electricity']",5,5,"['Vacation', 'Food', 'Recycling', 'Electricity', 'Commute', 'Diet']",2,1,"['Food', 'Diet', 'Electricity', 'Recycling', 'Vacation', 'Commute']",8,14,"['Diet', 'Recycling', 'Food', 'Vacation', 'Electricity', 'Commute']",6,7,"['Food', 'Diet', 'Vacation', 'Recycling', 'Commute', 'Electricity']",6,13,"['Commute', 'Vacation', 'Electricity', 'Diet', 'Food', 'Recycling']",0,-0.0575,2.282,1.0872,0,0,0,1.294697,4.6,6,1966,2,3,5,4,3,1,6,5,7,1,5,2,2,1,2,1,3.5,"right-leaning",3,2,5.5,4,3.5,1.5,1.5,3.5,2.5
"60",60,"n0iqnqdo","57e7e2cb91b7fc00014953a0","Demographics","2023-10-27 15:51:58.189582",NA,"","","",1,1,NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,"t1p2kwa5","60e0ac8e365f0b68f81e4ba2","end","2023-10-27 15:52:05.087389",61,"Female","Further education","18.000£ to 23.000£",1,1,5,7,"['Recycling', 'Diet', 'Vacation', 'Commute', 'Food', 'Electricity']",6,14,"['Diet', 'Commute', 'Recycling', 'Vacation', 'Food', 'Electricity']",5,8,"['Vacation', 'Diet', 'Recycling', 'Food', 'Commute', 'Electricity']",4,4,"['Vacation', 'Diet', 'Food', 'Recycling', 'Commute', 'Electricity']",3,0,"['Diet', 'Recycling', 'Food', 'Vacation', 'Electricity', 'Commute']",5,13,"['Electricity', 'Diet', 'Recycling', 'Commute', 'Food', 'Vacation']",3,3,"['Diet', 'Electricity', 'Commute', 'Vacation', 'Food', 'Recycling']",4,2,"['Vacation', 'Commute', 'Diet', 'Electricity', 'Recycling', 'Food']",2,1,"['Recycling', 'Vacation', 'Commute', 'Diet', 'Electricity', 'Food']",2,10,"['Vacation', 'Food', 'Diet', 'Electricity', 'Recycling', 'Commute']",4,11,"['Commute', 'Electricity', 'Vacation', 'Food', 'Recycling', 'Diet']",3,12,"['Recycling', 'Diet', 'Commute', 'Electricity', 'Vacation', 'Food']",6,15,"['Diet', 'Electricity', 'Commute', 'Food', 'Recycling', 'Vacation']",4,5,"['Recycling', 'Commute', 'Vacation', 'Diet', 'Food', 'Electricity']",3,6,"['Diet', 'Food', 'Vacation', 'Recycling', 'Commute', 'Electricity']",4,9,"['Electricity', 'Diet', 'Recycling', 'Food', 'Vacation', 'Commute']",-0.11,-0.0575,1.431,1.0872,0.1555,0.0729,2.07,1.294697,5.9,5,1962,5,5,5,6,7,4,5,1,7,7,2,4,3,7,2,1,5.25,"left-leaning",4.16666666666667,5.5,3,7,3,5,1.5,5.33333333333333,3
"62",62,"u3zd8etr","5f19675f002f9a01e273dc57","end","2023-10-27 15:52:10.659453",52,"Female","Higher education (Bachelor, Master, PhD)","< 18.000£",1,1,4,7,"['Food', 'Recycling', 'Diet', 'Electricity', 'Commute', 'Vacation']",7,5,"['Commute', 'Food', 'Recycling', 'Vacation', 'Diet', 'Electricity']",6,13,"['Vacation', 'Commute', 'Recycling', 'Diet', 'Food', 'Electricity']",2,1,"['Electricity', 'Food', 'Commute', 'Recycling', 'Vacation', 'Diet']",7,8,"['Food', 'Commute', 'Electricity', 'Diet', 'Vacation', 'Recycling']",7,14,"['Vacation', 'Electricity', 'Recycling', 'Diet', 'Food', 'Commute']",7,2,"['Food', 'Commute', 'Electricity', 'Vacation', 'Diet', 'Recycling']",7,3,"['Vacation', 'Recycling', 'Electricity', 'Diet', 'Food', 'Commute']",8,11,"['Commute', 'Diet', 'Vacation', 'Electricity', 'Food', 'Recycling']",6,10,"['Recycling', 'Diet', 'Food', 'Vacation', 'Electricity', 'Commute']",5,6,"['Commute', 'Food', 'Recycling', 'Diet', 'Vacation', 'Electricity']",1,0,"['Food', 'Electricity', 'Diet', 'Recycling', 'Vacation', 'Commute']",8,9,"['Vacation', 'Recycling', 'Diet', 'Commute', 'Food', 'Electricity']",8,15,"['Vacation', 'Food', 'Electricity', 'Diet', 'Recycling', 'Commute']",5,4,"['Vacation', 'Food', 'Commute', 'Recycling', 'Diet', 'Electricity']",7,12,"['Recycling', 'Electricity', 'Vacation', 'Food', 'Commute', 'Diet']",-0.44,-0.0575,2.282,0,0.1555,0,2.07,1.294697,5.3,3,1970,5,6,6,6,7,4,4,1,4,5,5,5,6,7,6,6,5.75,"left-leaning",5,5.5,2.5,4.5,5,6.5,6,5.5,4.5
"63",63,"dkasdjwm","5e206b02d63ca0000bc99207","end","2023-10-27 15:52:20.715671",34,"Female","Further education","18.000£ to 23.000£",1,1,6,11,"['Vacation', 'Diet', 'Food', 'Recycling', 'Commute', 'Electricity']",10,6,"['Food', 'Electricity', 'Vacation', 'Diet', 'Commute', 'Recycling']",4,12,"['Recycling', 'Diet', 'Food', 'Vacation', 'Commute', 'Electricity']",5,1,"['Vacation', 'Commute', 'Diet', 'Recycling', 'Food', 'Electricity']",2,10,"['Recycling', 'Electricity', 'Food', 'Vacation', 'Commute', 'Diet']",6,2,"['Electricity', 'Diet', 'Commute', 'Recycling', 'Food', 'Vacation']",4,8,"['Recycling', 'Commute', 'Food', 'Electricity', 'Vacation', 'Diet']",3,13,"['Electricity', 'Commute', 'Diet', 'Vacation', 'Recycling', 'Food']",4,5,"['Diet', 'Food', 'Recycling', 'Vacation', 'Commute', 'Electricity']",4,14,"['Diet', 'Food', 'Recycling', 'Electricity', 'Commute', 'Vacation']",3,9,"['Vacation', 'Electricity', 'Diet', 'Food', 'Recycling', 'Commute']",5,4,"['Commute', 'Recycling', 'Vacation', 'Electricity', 'Diet', 'Food']",2,0,"['Food', 'Recycling', 'Vacation', 'Diet', 'Commute', 'Electricity']",4,15,"['Electricity', 'Recycling', 'Diet', 'Commute', 'Vacation', 'Food']",1,7,"['Diet', 'Electricity', 'Food', 'Recycling', 'Vacation', 'Commute']",3,3,"['Recycling', 'Food', 'Diet', 'Electricity', 'Vacation', 'Commute']",-0.22,-0.0575,2.282,0.2726,0,0,0,1.294697,3.6,3,1989,4,6,6,6,7,5,7,7,7,1,1,7,7,7,7,7,5.5,"left-leaning",5.83333333333333,6,7,4,4,7,7,7,4.66666666666667
"64",64,"rapyuf01","64fb2212b9a3b757d0d70767","end","2023-10-27 15:52:22.494066",57,"Female","Further education","30.501£ to 45.000£",1,1,4,4,"['Diet', 'Vacation', 'Recycling', 'Electricity', 'Commute', 'Food']",5,5,"['Commute', 'Diet', 'Recycling', 'Vacation', 'Food', 'Electricity']",6,7,"['Electricity', 'Diet', 'Food', 'Vacation', 'Commute', 'Recycling']",6,6,"['Vacation', 'Recycling', 'Commute', 'Food', 'Diet', 'Electricity']",5,13,"['Diet', 'Vacation', 'Electricity', 'Recycling', 'Food', 'Commute']",6,3,"['Commute', 'Recycling', 'Vacation', 'Electricity', 'Diet', 'Food']",5,10,"['Vacation', 'Commute', 'Diet', 'Food', 'Recycling', 'Electricity']",5,8,"['Diet', 'Food', 'Electricity', 'Commute', 'Vacation', 'Recycling']",6,14,"['Vacation', 'Electricity', 'Commute', 'Diet', 'Food', 'Recycling']",5,12,"['Diet', 'Vacation', 'Food', 'Recycling', 'Commute', 'Electricity']",6,11,"['Food', 'Diet', 'Electricity', 'Commute', 'Vacation', 'Recycling']",2,0,"['Commute', 'Electricity', 'Diet', 'Vacation', 'Food', 'Recycling']",7,15,"['Commute', 'Recycling', 'Vacation', 'Diet', 'Food', 'Electricity']",6,2,"['Vacation', 'Diet', 'Food', 'Recycling', 'Electricity', 'Commute']",6,9,"['Commute', 'Recycling', 'Diet', 'Electricity', 'Food', 'Vacation']",3,1,"['Recycling', 'Electricity', 'Food', 'Commute', 'Diet', 'Vacation']",-0.33,-0.0575,1.053,0.2726,0,0,0,0.6988837,1.6,6,1966,6,6,6,6,7,5,6,7,7,7,7,7,7,7,7,7,6,"right-leaning",6.75,6,6.5,7,7,7,7,6.83333333333333,6.66666666666667
"65",65,"dwy9ronu","605c9274dc5f3a6bffa23b54","end","2023-10-27 15:52:27.516029",30,"Female","Further education","< 18.000£",1,1,3,6,"['Diet', 'Food', 'Electricity', 'Commute', 'Recycling', 'Vacation']",6,12,"['Food', 'Vacation', 'Recycling', 'Diet', 'Electricity', 'Commute']",1,1,"['Recycling', 'Vacation', 'Electricity', 'Commute', 'Diet', 'Food']",7,9,"['Diet', 'Vacation', 'Recycling', 'Commute', 'Electricity', 'Food']",5,7,"['Commute', 'Recycling', 'Electricity', 'Vacation', 'Diet', 'Food']",4,10,"['Recycling', 'Commute', 'Electricity', 'Diet', 'Vacation', 'Food']",5,2,"['Electricity', 'Recycling', 'Commute', 'Diet', 'Vacation', 'Food']",3,4,"['Diet', 'Food', 'Vacation', 'Recycling', 'Electricity', 'Commute']",6,8,"['Diet', 'Vacation', 'Food', 'Recycling', 'Electricity', 'Commute']",7,14,"['Food', 'Recycling', 'Commute', 'Vacation', 'Electricity', 'Diet']",6,13,"['Diet', 'Electricity', 'Vacation', 'Commute', 'Recycling', 'Food']",8,15,"['Electricity', 'Recycling', 'Food', 'Diet', 'Vacation', 'Commute']",5,3,"['Recycling', 'Food', 'Commute', 'Vacation', 'Diet', 'Electricity']",7,5,"['Diet', 'Food', 'Commute', 'Recycling', 'Electricity', 'Vacation']",1,0,"['Recycling', 'Vacation', 'Electricity', 'Food', 'Diet', 'Commute']",7,11,"['Diet', 'Food', 'Vacation', 'Electricity', 'Commute', 'Recycling']",-0.11,-0.0575,2.282,0.2726,0,0,0,0.6988837,3.1,5,1993,5,6,5,5,5,4,2,6,7,3,3,7,5,7,6,4,5.25,"left-leaning",4.91666666666667,4.5,4,5,5,6,5,5.66666666666667,4.16666666666667
