"","participant.label","(Intercept)","flying.weight","diet.weight","electricity.weight","commute.weight","regional.weight","recycling.weight","gender","age","income","education","cc_concern.mean","total_co2","conservative_liberal.binary","conservative_liberal","policy.car","policy.flying","policy.recycle","policy.RE","policy.meat","policy.regional_food","footprint.electricity","footprint.regional","footprint.recycling","footprint.diet","footprint.travel.car","footprint.travel.bus","footprint.travel.train","footprint.flying","footprint.public.transport"
"61","5c780b32f2fe9400169291fb",2.43549959761496,0.0136131450146699,0.351281728214537,0.285689365912184,-0.00197064202003361,0.173650829237122,0.423541561246689,"Male",47,"30.501£ to 45.000£","Further education",3,6.8,"right-leaning",9,2.5,1,3.5,2,1.5,1.5,0.6988837,-0.22,-0.0575,2.282,4.0896,0,0,0,0
"62","5c7fb5f2e87c1c00168a7de3",3.13738679123163,2.15685599463581,0.501094980304091,0.688291599844064,0.380554657333899,0.489478511017668,0.693173673134215,"Male",64,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",6,2.1,"left-leaning",3,7,7,7,6,7,7,1.294697,-0.33,-0.0575,1.234,0,0,0,0,0
"63","5c882fbb42ff490016c7e47b",2.79710891442536,1.22590671933145,1.52051081320753,0.546378174405756,0.489436101294595,0.766986813296628,1.07943369063391,"Female",55,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",3.5,4.6,"right-leaning",6,2,5.5,1.5,4,3.5,1.5,1.294697,0,-0.0575,2.282,1.0872,0,0,0,0
"64","5c8a2d11f7ab04001042af3c",2.14890547642439,0.510633986695169,1.38963506718614,0.476990916931301,0.426905404756288,0.669744533465778,1.02649811056016,"Male",29,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.25,4,"left-leaning",3,5,3.5,4,5,3,4,0.6988837,-0.33,-0.0575,2.282,0.2726,0.1555,0.0729,0.9,0.1142
"65","5c93b062c9d93b0015fcbc02",2.10116408483153,0.955698699336064,0.524831517876909,0.560509495125011,0.476359110941281,0.601011796852539,1.15875479893134,"Female",40,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,3,"left-leaning",5,5,5.5,6,4,2.5,5.5,0.6988837,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"66","5caa0d17f1622b001256f767",2.10560639057852,0.781744111664248,0.123124909778253,0.602263610348202,0.193812352628487,0.342977257764288,0.699930842278112,"Female",39,"< 18.000£","Compulsory education",5.75,6.8,"left-leaning",4,4.5,2.5,4,4.5,4.5,4,0.1031,-0.22,-0.0575,2.282,1.0872,0,0,3.59,0
"67","5cb001bac900f300128b3171",4.14735947460647,-0.206239376734661,0.690407854865143,0.395153440548033,0.647690567248305,0.509362358619744,0.814939020409241,"Female",37,"< 18.000£","Further education",6,4.1,"right-leaning",6,4.5,4,6,4.5,6,6,1.294697,-0.44,-0.0575,1.053,0,0.1555,0.0729,2.07,0.1142
"68","5cb9051d43630e00018afa56",2.37700107916996,2.53403461516934,0.909265322247494,0.730470745328717,0.140262270413306,0.48655909662389,0.560478934497172,"Male",42,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",1.75,10.1,"right-leaning",9,2,5,6,3,3,3,1.294697,-0.11,0,2.282,1.0872,1.11645,0.8755,3.59,0.995975
"69","5ccf4c5db46c7000170d7f5a",1.67973028184745,0.763651260041396,0.313443517899091,0.792065922213346,0.233948613713391,0.428488108995883,0.724256531919874,"Female",22,"< 18.000£","Higher education (Bachelor, Master, PhD)",4.5,7.3,"left-leaning",4,5.5,3,4,3.5,2.5,3.5,1.294697,-0.22,-0.0575,2.282,0,0.1555,0.2909,3.59,0.2232
"70","5cd01e707e84a20017fddc02",2.50910703790586,0.986399480857695,0.833857897122347,0.486801216844632,0.182371295766612,0.512206418677236,0.854356518247046,"Female",66,"< 18.000£","Higher education (Bachelor, Master, PhD)",2.25,5,"right-leaning",6,5,2,6,3,2.5,5,0.6988837,-0.22,-0.0575,2.282,0,0.1555,0.0729,2.07,0.1142
