"","participant.label",".Rsq","flying","diet","electricity","commute","regional","recycling","gender","age","income","education","cc_concern.mean","total_co2","conservative_liberal.binary","conservative_liberal","policy.car.sub","policy.car.tax","policy.flying.sub","policy.flying.tax","policy.RE.sub","policy.RE.tax","policy.meat.tax","policy.meat.sub","policy.recycle.tax","policy.recycle.sub","policy.regional_food.sub","policy.regional_food.tax","policy.support.total","policy.car","policy.flying","policy.RE","policy.meat","policy.recycle","policy.regional_food","footprint.electricity","footprint.regional","footprint.recycling","footprint.diet","footprint.travel.car","footprint.travel.bus","footprint.travel.train","footprint.flying","footprint.public.transport"
"68","5ccf4c5db46c7000170d7f5a",0.905503978779841,0.191,0.055,0.353,0.081,0.217,0.103,"Female",22,"< 18.000£","Higher education (Bachelor, Master, PhD)",4.5,7.3,"left-leaning",4,7,4,5,1,5,2,1,4,3,5,5,2,3.66666666666667,5.5,3,3.5,2.5,4,3.5,1.294697,-0.22,-0.0575,2.282,0,0.1555,0.2909,3.59,0.2232
"69","5cd01e707e84a20017fddc02",0.826628352490421,0.202,0.202,0.143,0.145,0.085,0.222,"Female",66,"< 18.000£","Higher education (Bachelor, Master, PhD)",2.25,5,"right-leaning",6,7,3,3,1,5,1,1,4,5,7,7,3,3.91666666666667,5,2,3,2.5,6,5,0.6988837,-0.22,-0.0575,2.282,0,0.1555,0.0729,2.07,0.1142
"70","5ce046f0feca32001bf94033",0.920449077786688,0.193,0.132,0.233,0.233,0.05,0.159,"Female",36,"< 18.000£","Compulsory education",6,3.8,"left-leaning",3,7,5,5,5,6,2,3,3,4,7,5,4,4.66666666666667,6,5,4,3,5.5,4.5,1.294697,-0.22,-0.0575,2.282,0.2726,0.1555,0.0729,0.36,0.1142
"71","5cf62554ba314a001b11b8c4",0.651508620689655,0.102,0.102,0.165,0.342,0.089,0.201,"Female",51,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,4.9,"left-leaning",3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0.6988837,-0.11,-0.0575,2.282,2.0414,0,0,0,0
"72","5d31c201c88f0e001a4c3cb3",0.737931034482759,0.159,0.271,0.175,0.063,0.271,0.061,"Male",62,"23.001£ to 30.500£","Compulsory education",2.75,3.3,"right-leaning",9,6,1,4,4,3,1,1,1,1,7,4,1,2.83333333333333,3.5,4,2,1,4,2.5,1.294697,-0.44,-0.0575,2.282,0.2726,0,0,0,0
"73","5d380e7c0322fd0018f3f9cd",0.724379915305505,0.069,0.335,0.107,0.159,0.121,0.21,"Female",30,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4.75,5.4,"left-leaning",4,6,3,6,1,6,1,1,1,2,6,4,1,3.16666666666667,4.5,3.5,3.5,1,4,2.5,1.294697,-0.11,-0.0575,2.282,1.0872,0,0,0.9,0
"74","5d51c2618bdb8000193f36d2",0.676212741087084,0.035,0.053,0.123,0.035,0.123,0.631,"Male",32,"> 45.001£","Further education",5,4.9,"left-leaning",5,6,1,2,2,6,1,1,1,2,5,4,1,2.66666666666667,3.5,2,3.5,1,3.5,2.5,0.6988837,-0.11,-0.0575,2.282,2.0414,0,0,0,0
"75","5d531d67c208c0000167ff54",0.918574785507405,0.3,0.187,0.153,0.04,0.153,0.167,"Female",56,"23.001£ to 30.500£","Further education",6,2.2,"right-leaning",6,7,4,4,7,7,4,3,7,5,7,7,7,5.75,5.5,5.5,5.5,5,6,7,0.1031,-0.44,-0.0575,2.282,0.2726,0,0,0,0
"76","5d53bf0c2ebe880001a473d2",0.611359026369168,0.186,0.325,0.116,0.186,0.092,0.096,"Female",41,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4.75,7.4,"left-leaning",2,7,3,2,2,2,1,4,5,3,7,7,4,3.91666666666667,5,2,1.5,4.5,5,5.5,1.294697,-0.22,-0.0575,1.431,1.0872,0.1555,0.0729,3.59,0.1142
"77","5d5455ee69f96b00164f77c7",0.787275376396309,0.382,0.023,0.226,0.023,0.159,0.186,"Female",38,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.25,1.7,"left-leaning",1,7,4,5,5,7,3,5,7,4,5,6,4,5.16666666666667,5.5,5,5,6,4.5,5,0.6988837,-0.11,-0.0575,1.053,0,0.1555,0,0.36,0.07775
"78","5d5ab7dd5c65830001b05441",0.84819826373733,0.198,0.132,0.2,0.133,0.2,0.137,"Female",36,"23.001£ to 30.500£","Further education",4.75,4.1,"left-leaning",4,6,2,5,6,7,5,5,6,5,7,6,5,5.41666666666667,4,5.5,6,5.5,6,5.5,0.6988837,-0.11,-0.0575,2.282,1.0872,0.1555,0,0,0.07775
"79","5d753206869c8f0001b358dd",0.890339756592292,0.425,0.232,0.154,0.009,0.106,0.073,"Female",39,"< 18.000£","Higher education (Bachelor, Master, PhD)",3.5,1.5,"left-leaning",5,5,4,5,4,6,4,4,5,5,6,5,4,4.75,4.5,4.5,5,4.5,5.5,4.5,0.1031,-0.22,-0.0575,1.431,0.2726,0,0,0,0
"80","5d867e7268f35d00167729d4",0.844741293017155,0.172,0.203,0.192,0.01,0.222,0.201,"Female",50,"23.001£ to 30.500£","Further education",5.25,11.1,"left-leaning",4,4,4,5,3,5,2,2,6,4,7,7,4,4.41666666666667,4,4,3.5,4,5.5,5.5,1.294697,-0.22,-0.0575,2.282,1.0872,0,0,6.74,0
"81","5d8b8137604bb000150db6d9",0.638068965517241,0.002,0.058,0.224,0.281,0.224,0.211,"Male",19,"18.000£ to 23.000£","Compulsory education",3.75,3.6,"right-leaning",6,3,1,3,2,5,1,1,4,1,4,4,1,2.5,2,2.5,3,2.5,2.5,2.5,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"82","5da9633472811e0014ed4256",0.723166585721224,0.221,0.221,0.084,0.084,0.206,0.185,"Male",68,"< 18.000£","Further education",6,3.1,"left-leaning",5,6,6,6,6,7,4,4,5,7,7,7,6,5.91666666666667,6,6,5.5,4.5,7,6.5,0.1031,-0.33,-0.0575,2.282,1.0872,0,0,0,0
"83","5dc860e9dcc83f5d2d85ec67",0.871750949579206,0.003,0.406,0.156,0.105,0.105,0.226,"Female",41,"< 18.000£","Higher education (Bachelor, Master, PhD)",5,3.3,"left-leaning",5,7,5,5,5,6,4,7,7,7,7,7,5,6,6,5,5,7,7,6,1.294697,-0.22,-0.0575,0.955,0.2726,0.1555,0,0.9,0.07775
"84","5de78a8e36d8257071f28d9f",0.866869951665748,0.467,0.146,0.032,0.103,0.139,0.113,"Male",59,"> 45.001£","Compulsory education",6,2.6,"right-leaning",6,7,5,5,6,7,2,2,6,4,7,7,7,5.41666666666667,6,5.5,4.5,4,5.5,7,1.294697,-0.11,-0.0575,1.053,0.2726,0.1555,0,0,0.07775
"85","5dee0f970fdb274ae30f0846",0.606600985221675,0.137,0.137,0.049,0.189,0.096,0.392,"Male",51,"> 45.001£","Higher education (Bachelor, Master, PhD)",2.75,3.3,"right-leaning",7,6,2,4,4,5,4,3,4,6,6,5,6,4.58333333333333,4,4,4.5,3.5,6,5.5,0.1031,-0.44,-0.0575,2.282,0.2726,0.1555,0.0729,0.9,0.1142
"86","5e07b62f3ccda211e4485812",0.600927448707234,0.043,0.229,0.069,0.08,0.18,0.4,"Female",54,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.5,3.6,"left-leaning",5,7,5,5,4,6,5,5,6,4,7,7,4,5.41666666666667,6,4.5,5.5,5.5,5.5,5.5,1.294697,-0.22,-0.0575,1.234,1.0872,0.1555,0.0729,0.36,0.1142
"87","5e0a2c6ca1f3612bc1edd2bc",0.897160568993192,0.027,0.252,0.161,0.086,0.236,0.238,"Female",42,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.25,5.6,"left-leaning",5,7,4,4,2,7,4,5,6,4,6,4,4,4.75,5.5,3,5.5,5.5,5,4,0.6988837,-0.11,-0.0575,2.282,0.2726,0.1555,0.2909,2.07,0.2232
"88","5e16ef52a2c696c9ecf3c849",0.602575294631165,0.238,0.107,0.286,0.024,0.155,0.19,"Male",57,"30.501£ to 45.000£","Compulsory education",2,6.3,"right-leaning",6,4,1,1,1,4,1,1,1,2,7,6,1,2.5,2.5,1,2.5,1,4.5,3.5,1.294697,-0.33,-0.0575,2.282,1.0872,0,0,2.07,0
"89","5e206b02d63ca0000bc99207",0.571981119706307,0.069,0.169,0.036,0.169,0.268,0.288,"Female",34,"18.000£ to 23.000£","Further education",5.5,3.6,"left-leaning",3,7,5,7,7,7,1,1,7,7,7,7,7,5.83333333333333,6,7,4,4,7,7,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"90","5e3ec7559b43781188725eea",0.724137931034483,0.011,0.138,0.179,0.011,0.242,0.419,"Female",32,"> 45.001£","Higher education (Bachelor, Master, PhD)",4.75,4.5,"right-leaning",7,5,4,5,2,6,3,3,5,5,5,6,4,4.41666666666667,4.5,3.5,4.5,4,5,5,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0.9,0
"91","5e510d0760dd0913e45370dc",0.70883035459838,0.015,0.303,0.214,0.015,0.174,0.279,"Female",68,"< 18.000£","Compulsory education",6,3.7,"right-leaning",7,6,5,4,4,6,4,2,5,4,7,5,5,4.75,5.5,4,5,3.5,5.5,5,0.6988837,-0.44,-0.0575,2.282,0.2726,0,0,0.9,0
"92","5e67f9a00785170a0fc039b2",0.709975369458128,0.246,0.083,0.026,0.081,0.353,0.211,"Male",45,"23.001£ to 30.500£","Further education",4,4.1,"left-leaning",5,7,3,2,1,7,1,1,3,6,6,6,2,3.75,5,1.5,4,2,6,4,0.6988837,0,-0.0575,2.282,0.2726,0,0,0.9,0
"93","5e766b0ba02ca51dfa1de797",0.798660382039196,0.159,0.238,0.039,0.319,0.08,0.165,"Male",60,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.75,1.8,"left-leaning",5,5,7,7,7,7,1,4,2,4,7,7,7,5.41666666666667,6,7,4,3,5.5,7,0.6988837,-0.33,-0.0575,1.234,0.2726,0,0,0.36,0
"94","5e8f28c5d73dcd03c21314dc",0.910855110561311,0.493,0.141,0.094,0.055,0.094,0.124,"Female",46,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,3.5,"left-leaning",4,7,6,6,7,7,4,5,6,5,7,6,7,6.08333333333333,6.5,6.5,5.5,5.5,6,6.5,0.6988837,-0.33,-0.0575,2.282,0,0.6201,0.2909,0,0.4555
"95","5e9f0bc126557006ea49d1f4",0.735122358175751,0.189,0.231,0.231,0.189,0.142,0.019,"Male",69,"> 45.001£","Higher education (Bachelor, Master, PhD)",1.75,2.3,"right-leaning",6,4,2,3,2,5,1,1,1,1,5,4,1,2.5,3,2.5,3,1,3,2.5,0.1031,-0.33,-0.0575,2.282,0.2726,0,0,0,0
"96","5ea051f6ef1e88000bbae035",0.920349684312773,0.221,0.342,0.084,0.023,0.145,0.185,"Male",71,"< 18.000£","Compulsory education",2.25,5.5,"right-leaning",6,5,1,4,1,5,1,1,5,1,5,5,3,3.08333333333333,3,2.5,3,3,3,4,1.294697,-0.33,-0.0575,2.282,0.2726,0,0,2.07,0
"97","5ea31e2cfe333e274552c8d6",0.695984286337844,0.372,0.372,0.023,0.023,0.023,0.186,"Female",73,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",4,3.7,"left-leaning",5,7,5,3,3,5,4,3,4,4,4,4,5,4.25,6,3,4.5,3.5,4,4.5,1.294697,-0.33,-0.0575,2.282,0.2726,0.1555,0.0729,0,0.1142
"98","5eaab7bc385332016e089dda",0.493227271021725,0.146,0.02,0.232,0.106,0.148,0.348,"Male",37,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4,4.8,"right-leaning",8,6,3,5,4,6,3,2,5,2,6,6,5,4.41666666666667,4.5,4.5,4.5,3.5,4,5.5,0.6988837,-0.22,-0.0575,2.282,1.0872,0.1555,0,0.9,0.07775
"99","5eac2b53f9860926271f3436",0.592823514442041,0.316,0.02,0.276,0.128,0.128,0.133,"Male",24,"< 18.000£","Higher education (Bachelor, Master, PhD)",5,4.5,"right-leaning",6,7,1,6,3,7,3,4,5,5,6,6,6,4.91666666666667,4,4.5,5,4.5,5.5,6,1.294697,-0.22,-0.0575,2.282,0.2726,0,0.0729,0.9,0.03645
"100","5ead6fe25ed0c73fa418e825",0.904126388688501,0.348,0.211,0.028,0.096,0.096,0.221,"Female",35,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.5,2.2,"left-leaning",4,6,3,5,4,6,4,6,6,5,6,6,4,5.08333333333333,4.5,4.5,5,6,5.5,5,0.1031,-0.22,-0.0575,1.053,1.0872,0.1555,0.0729,0.36,0.1142
"101","5eaf0f7a12e7015e515672f5",0.571636716852841,0.029,0.28,0.029,0.091,0.095,0.477,"Female",21,"> 45.001£","Higher education (Bachelor, Master, PhD)",4.25,9.8,"left-leaning",5,7,3,4,1,2,1,1,2,3,5,4,1,2.83333333333333,5,2.5,1.5,1.5,4,2.5,0.6988837,-0.11,-0.0575,2.282,0,0.1555,0.0729,6.74,0.1142
"102","5ebe6f716af68007472aff9a",0.777746754153288,0.142,0.289,0.078,0.152,0.005,0.334,"Female",56,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,2.6,"left-leaning",4,7,2,7,5,7,4,4,7,6,7,7,6,5.75,4.5,6,5.5,5.5,6.5,6.5,0.6988837,-0.33,-0.0575,1.234,1.0872,0,0,0,0
"103","5ec28a6332a7510637436a57",0.570564438451165,0.109,0.011,0.109,0.087,0.185,0.5,"Female",48,"> 45.001£","Higher education (Bachelor, Master, PhD)",1,9.9,"right-leaning",7,6,1,1,1,3,1,1,2,1,6,4,1,2.33333333333333,3.5,1,2,1.5,3.5,2.5,0.6988837,0,-0.0575,2.282,0.2726,0,0,6.74,0
"104","5ecae23b40dae00008174c32",0.574526779163609,0.235,0.202,0.133,0.234,0.066,0.129,"Male",52,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",4.75,3.3,"right-leaning",7,7,3,4,3,6,5,2,3,7,7,5,5,4.75,5,3.5,5.5,2.5,7,5,0.1031,-0.22,-0.0575,2.282,0.2726,0,0,0.9,0
"105","5ecb75a89b41896d3d07e48c",0.832614942528736,0.315,0.146,0.023,0.023,0.305,0.187,"Female",29,"< 18.000£","Compulsory education",5.75,5,"right-leaning",8,5,2,3,5,6,1,1,3,5,6,6,6,4.08333333333333,3.5,4,3.5,2,5.5,6,0.6988837,-0.22,-0.0575,2.282,2.0414,0.1555,0.0729,0.36,0.1142
"106","5edac0f64bdac171a36a04fb",0.798867730313947,0.382,0.003,0.068,0.068,0.196,0.283,"Male",30,"< 18.000£","Higher education (Bachelor, Master, PhD)",3.75,3.6,"left-leaning",5,7,3,3,3,5,2,1,4,5,6,5,3,3.91666666666667,5,3,3.5,2.5,5.5,4,0.6988837,-0.44,-0.0575,2.282,1.0872,0,0,0.36,0
"107","5edec1fe543b8816c672b069",0.897638039666036,0.119,0.197,0.169,0.222,0.091,0.202,"Male",29,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",3.75,3.1,"right-leaning",8,5,3,2,2,5,1,1,1,3,6,5,2,3,4,2,3,1,4.5,3.5,0.6988837,-0.11,-0.0575,2.282,0.2726,0,0,0,0
"108","5efa06a1126bfa7f11506169",0.934103970741902,0.487,0.122,0.132,0.013,0.06,0.186,"Female",41,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",6,5.5,"left-leaning",3,7,5,7,6,7,2,5,6,6,6,6,5,5.66666666666667,6,6.5,4.5,5.5,6,5.5,0.6988837,-0.22,-0.0575,0.955,0.2726,0.1555,0.0729,3.59,0.1142
"109","5f19675f002f9a01e273dc57",0.786001128405961,0.354,0.245,0.046,0.083,0.046,0.226,"Female",52,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.75,5.3,"left-leaning",3,7,4,4,1,4,5,5,5,6,7,6,6,5,5.5,2.5,4.5,5,6.5,6,1.294697,-0.44,-0.0575,2.282,0,0.1555,0,2.07,0.07775
"110","5f2b3239b986da551f26bec7",0.832491397613295,0.112,0.112,0.05,0.482,0.058,0.186,"Male",33,"30.501£ to 45.000£","Further education",3.25,2,"right-leaning",6,6,3,2,1,5,1,1,1,1,6,6,1,2.83333333333333,4.5,1.5,3,1,3.5,3.5,0.6988837,0,-0.0575,1.053,0.2726,0,0,0,0
"111","5f4650bde0e1d7016717bb5e",0.759308379998035,0.241,0.241,0.099,0.042,0.268,0.109,"Female",50,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5.5,9.1,"left-leaning",4,7,4,7,2,6,2,2,2,5,7,6,3,4.41666666666667,5.5,4.5,4,2,6,4.5,1.294697,-0.22,-0.0575,2.282,1.0872,1.11645,0,3.59,0.558225
"112","5f490578022f3f2d80b83975",0.803914730371856,0.219,0.257,0.051,0.013,0.205,0.255,"Female",44,"< 18.000£","Further education",4,3.7,"left-leaning",4,7,1,5,3,6,1,1,7,1,7,7,1,3.91666666666667,4,4,3.5,4,4,4,1.294697,-0.11,-0.0575,2.282,0.2726,0,0,0,0
"113","5f4eae624562c70dbee13cd2",0.965182457315032,0.499,0.099,0.187,0.073,0.016,0.126,"Female",58,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",6,4.2,"left-leaning",4,7,4,6,6,7,5,6,7,5,7,7,6,6.08333333333333,5.5,6,6,6.5,6,6.5,0.1031,-0.33,-0.0575,1.431,0.2726,0.6201,0.0729,2.07,0.3465
"114","5f5a785cfbf1061461451d9a",0.778456763179592,0.458,0.005,0.131,0.131,0.131,0.144,"Female",55,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4.75,9.3,"right-leaning",6,7,3,4,1,5,1,1,7,6,7,7,1,4.16666666666667,5,2.5,3,4,6.5,4,0.6988837,0,-0.0575,2.282,0,1.8662,0.8755,3.59,1.37085
"115","5f70670e26f83062b8e73a09",0.214787590530753,0.029,0.029,0.27,0.091,0.332,0.249,"Female",57,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.75,2.7,"right-leaning",6,7,5,5,5,6,1,5,5,5,6,6,4,5,6,5,3.5,5,5.5,5,0.6988837,-0.11,-0.0575,1.053,1.0872,0,0,0,0
"116","5fa450d5cec1de08e31b8a58",0.831357151187653,0.054,0.12,0.243,0.045,0.309,0.228,"Male",43,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",2.75,5.3,"left-leaning",5,5,1,4,3,4,1,1,2,1,5,4,1,2.66666666666667,3,3.5,2.5,1.5,3,2.5,1.294697,-0.22,-0.0575,2.282,1.0872,0,0,0.9,0
"117","5fac822590be0627d4f09b47",0.95707956077827,0.213,0.153,0.263,0.204,0.085,0.082,"Female",26,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.75,3.9,"left-leaning",5,7,3,5,3,7,1,5,7,1,7,7,2,4.58333333333333,5,4,4,6,4,4.5,0.6988837,-0.11,-0.0575,2.282,0,0.1555,0.0729,0.9,0.1142
"118","5fd4d10b2f970406fe63ad96",0.79879198491579,0.498,0.044,0.145,0.107,0.107,0.099,"Male",59,"23.001£ to 30.500£","Compulsory education",5.5,2.6,"left-leaning",4,7,7,6,7,7,4,5,6,7,7,6,7,6.33333333333333,7,6.5,5.5,5.5,7,6.5,0.6988837,-0.33,-0.0575,2.282,0,0,0,0,0
"119","5fd7b5c1b6d6ef043967330c",0.700725952813067,0.249,0.194,0.026,0.136,0.191,0.205,"Male",59,"> 45.001£","Higher education (Bachelor, Master, PhD)",2.5,4.4,"right-leaning",7,6,1,2,2,2,2,1,2,2,5,5,4,2.83333333333333,3.5,2,2,1.5,3.5,4.5,1.294697,-0.22,-0.0575,2.282,1.0872,0,0,0,0
"120","6009aabebe921302cf083b53",0.664608743663103,0.133,0.32,0.007,0.054,0.241,0.245,"Female",57,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,3.9,"left-leaning",3,7,6,6,6,7,5,5,7,5,7,7,4,6,6.5,6,6,6,6,5.5,1.294697,-0.11,-0.0575,2.282,0.2726,0.1555,0.0729,0.36,0.1142
"121","600c415a8f1fb8334df20e2a",0.649623464130004,0.031,0.209,0.211,0.031,0.271,0.248,"Male",34,"23.001£ to 30.500£","Further education",6,4.9,"left-leaning",3,6,5,6,6,7,2,4,7,2,7,7,4,5.25,5.5,6,4.5,5.5,4.5,5.5,0.6988837,0,-0.0575,2.282,1.0872,0,0,0.9,0
"122","600c50439b60d826f3052f7d",0.848324658425504,0.156,0.095,0.239,0.118,0.179,0.214,"Female",36,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",6,4.2,"left-leaning",2,5,6,6,5,6,3,6,7,4,7,6,5,5.5,5.5,5.5,4.5,6.5,5.5,5.5,1.294697,-0.11,-0.0575,1.053,1.0872,0,0,0.9,0
"123","6026b621a46afb3bc557fe0b",0.441478779840849,0.388,0.314,0.091,0.017,0.058,0.133,"Female",32,"23.001£ to 30.500£","Further education",4.25,8.2,"left-leaning",5,4,5,4,4,4,4,3,4,4,4,4,3,3.91666666666667,4.5,4,4,3.5,4,3.5,0.1031,-0.11,-0.0575,2.282,3.27168,1.8662,0.8755,0.36,1.37085
"124","6033aebb7228c70967a3ab43",0.700281934504446,0.23,0.23,0.155,0.059,0.112,0.213,"Male",33,"> 45.001£","Higher education (Bachelor, Master, PhD)",4.25,7.3,"left-leaning",3,6,2,5,2,6,2,2,6,4,7,6,2,4.16666666666667,4,3.5,4,4,5.5,4,1.294697,-0.22,-0.0575,2.282,0.2726,0.1555,0,3.59,0.07775
"125","60358f36069759a81559481c",0.83353950827277,0.088,0.088,0.232,0.072,0.2,0.321,"Female",25,"18.000£ to 23.000£","Further education",4.75,7.3,"left-leaning",1,6,6,4,1,5,2,2,5,5,7,5,5,4.41666666666667,6,2.5,3.5,3.5,6,5,1.294697,-0.22,-0.0575,2.282,0.2726,0.1555,0,3.59,0.07775
"126","6043e7baeea596429e6dd9e3",0.799756371814093,0.284,0.08,0.166,0.043,0.084,0.344,"Female",54,"< 18.000£","Compulsory education",3,3.7,"right-leaning",6,7,2,3,2,7,1,1,7,1,7,6,1,3.75,4.5,2.5,4,4,4,3.5,1.294697,-0.22,-0.0575,2.282,0.2726,0.1555,0,0,0.07775
"127","60455b1578f6f36a3e8ea81c",0.591611717652146,0.228,0.228,0.007,0.007,0.163,0.367,"Male",37,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",5.75,4,"left-leaning",1,7,7,5,5,7,3,5,7,6,6,5,3,5.5,7,5,5,6,6,4,1.294697,-0.22,0,2.282,0,0.6201,0.0729,0,0.3465
"128","605c9274dc5f3a6bffa23b54",0.921217994810392,0.475,0.257,0.07,0.003,0.07,0.125,"Female",30,"< 18.000£","Further education",5.25,3.1,"left-leaning",5,5,4,2,6,7,3,3,7,5,7,6,4,4.91666666666667,4.5,4,5,5,6,5,0.6988837,-0.11,-0.0575,2.282,0.2726,0,0,0,0
"129","6070388ecc8d1f63c6349b7b",0.656086729362591,0.224,0.07,0.29,0.121,0.033,0.262,"Female",24,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",6,4.6,"left-leaning",1,6,1,4,3,6,1,3,6,1,7,6,1,3.75,3.5,3.5,3.5,4.5,4,3.5,1.294697,-0.11,-0.0575,2.282,0.2726,0,0,0.9,0
"130","60aa9b9abb58b220b9e3e9d7",0.762309542902967,0.455,0.228,0.028,0.057,0.113,0.118,"Male",47,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.25,3.2,"right-leaning",6,6,7,5,4,6,4,3,6,6,7,7,6,5.58333333333333,6.5,4.5,5,4.5,6.5,6.5,0.1031,-0.33,-0.0575,2.282,0.2726,0,0.0729,0.9,0.03645
"131","60afd4165298851467d2a22a",0.858439201451906,0.033,0.439,0.111,0.046,0.111,0.26,"Female",25,"< 18.000£","Higher education (Bachelor, Master, PhD)",3.5,18,"right-leaning",6,7,1,6,1,7,1,1,3,1,7,1,1,3.08333333333333,4,3.5,4,2,4,1,1.294697,0,-0.0575,2.282,0.2726,0.1555,0.5463,13.48,0.3509
"132","60be448c7a00c44fbb47500e",0.318620689655172,0.275,0.104,0.124,0.295,0.124,0.079,"Female",32,"< 18.000£","Higher education (Bachelor, Master, PhD)",4.25,3,"left-leaning",5,3,3,6,1,7,1,1,7,6,6,7,4,4.33333333333333,3,3.5,4,4,6,5.5,0.6988837,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"133","60c9ab402f1c532d26288def",0.713294296248102,0.206,0.206,0.317,0.032,0.143,0.096,"Male",39,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.75,4,"right-leaning",6,6,1,4,4,6,1,5,6,6,7,7,5,4.83333333333333,3.5,4,3.5,5.5,6.5,6,0.6988837,-0.11,-0.0575,2.282,0.2726,0,0,0.9,0
"134","60e0ac8e365f0b68f81e4ba2",0.576059381753265,0.359,0.149,0.2,0.08,0.01,0.202,"Female",61,"18.000£ to 23.000£","Further education",5.25,5.9,"left-leaning",5,7,4,5,1,7,7,2,4,3,7,2,1,4.16666666666667,5.5,3,7,3,5,1.5,1.294697,-0.11,-0.0575,1.431,1.0872,0.1555,0.0729,2.07,0.1142
"135","60ea0498cfbeface04b33ed0",0.892984542211653,0.31,0.218,0.078,0.078,0.2,0.115,"Female",55,"23.001£ to 30.500£","Further education",3.75,3.6,"right-leaning",7,5,5,5,5,6,2,2,5,2,6,5,3,4.25,5,5,4,3.5,4,4,1.294697,-0.22,-0.0575,2.282,0.2726,0,0,0,0
"136","60fbdcf31484efee3cf8d03b",0.802491424444846,0.262,0.218,0.003,0.091,0.047,0.378,"Female",22,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",3.75,3.4,"left-leaning",3,7,4,4,1,6,1,1,5,3,4,4,1,3.41666666666667,5.5,2.5,3.5,3,3.5,2.5,0.6988837,-0.22,-0.0575,2.282,0,0.1555,0.5463,0,0.3509
"137","61037333eaacd23a3460ffc2",0.851492094328423,0.271,0.231,0.12,0.042,0.159,0.178,"Male",43,"< 18.000£","Further education",6,2,"left-leaning",3,6,7,6,5,7,1,1,6,4,7,6,2,4.83333333333333,6.5,5.5,4,3.5,5.5,4,0.1031,-0.33,-0.0575,2.282,0,0,0,0,0
"138","610d5b907f2c451c9972a3eb",0.666365769994584,0.088,0.258,0.167,0.088,0.082,0.317,"Male",41,"30.501£ to 45.000£","Compulsory education",3,3.5,"right-leaning",7,5,1,1,1,5,1,1,1,1,6,1,1,2.08333333333333,3,1,3,1,3.5,1,0.1031,-0.11,-0.0575,2.282,0.2726,0.1555,0,0.9,0.07775
"139","6111b4dd6f6ac03b5e1a44ba",0.83433908045977,0.285,0.062,0.161,0.071,0.205,0.215,"Male",38,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5.75,5.8,"right-leaning",6,7,3,5,3,7,1,2,7,5,7,7,3,4.75,5,4,4,4.5,6,5,0.6988837,-0.44,-0.0575,2.282,3.27168,0,0,0,0
"140","611e1cf011c9f05d6990d4ae",0.883359456635319,0.282,0.197,0.228,0.027,0.143,0.123,"Female",30,"< 18.000£","Further education",5.75,1.1,"left-leaning",3,7,4,7,2,7,2,2,7,5,7,7,2,4.91666666666667,5.5,4.5,4.5,4.5,6,4.5,0.1031,-0.22,-0.0575,1.053,0.2726,0,0,0,0
"141","61289487d8a63660ac5b1b9e",0.616484440706476,0.053,0.359,0.246,0.053,0.165,0.124,"Male",32,"23.001£ to 30.500£","Further education",3.75,4.2,"right-leaning",6,7,5,6,1,7,1,2,6,2,7,7,2,4.41666666666667,6,3.5,4,4,4.5,4.5,0.6988837,0,-0.0575,2.282,1.0872,0.1555,0.0729,0.36,0.1142
