"","participant.label","(Intercept)","flying.weight","diet.weight","electricity.weight","commute.weight","regional.weight","recycling.weight","gender","age","income","education","cc_concern.mean","total_co2","conservative_liberal.binary","conservative_liberal","policy.car.sub","policy.car.tax","policy.flying.sub","policy.flying.tax","policy.RE.sub","policy.RE.tax","policy.meat.tax","policy.meat.sub","policy.recycle.tax","policy.recycle.sub","policy.regional_food.sub","policy.regional_food.tax","policy.support.total","policy.car","policy.flying","policy.RE","policy.meat","policy.recycle","policy.regional_food","footprint.electricity","footprint.regional","footprint.recycling","footprint.diet","footprint.travel.car","footprint.travel.bus","footprint.travel.train","footprint.flying","footprint.public.transport"
"110","5f2b3239b986da551f26bec7",2.48386971803819,0.543888431652792,0.509976246256662,0.440237435643953,0.707402049898529,0.450466723233041,0.818325281962937,"Male",33,"30.501£ to 45.000£","Further education",3.25,2,"right-leaning",6,6,3,2,1,5,1,1,1,1,6,6,1,2.83333333333333,4.5,1.5,3,1,3.5,3.5,0.6988837,0,-0.0575,1.053,0.2726,0,0,0,0
"111","5f4650bde0e1d7016717bb5e",2.49779251508234,1.05029917076968,0.956302652549123,0.566164233687016,0.304218298879558,0.564612354792057,0.872633272228502,"Female",50,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",5.5,9.1,"left-leaning",4,7,4,7,2,6,2,2,2,5,7,6,3,4.41666666666667,5.5,4.5,4,2,6,4.5,1.294697,-0.22,-0.0575,2.282,1.0872,1.11645,0,3.59,0.558225
"112","5f490578022f3f2d80b83975",2.48515016657198,1.37780153476674,1.52301993255769,0.613324022507514,0.336236099061997,0.86504836582727,1.40719230466128,"Female",44,"< 18.000£","Further education",4,3.7,"left-leaning",4,7,1,5,3,6,1,1,7,1,7,7,1,3.91666666666667,4,4,3.5,4,4,4,1.294697,-0.11,-0.0575,2.282,0.2726,0,0,0,0
"113","5f4eae624562c70dbee13cd2",2.47558379524192,1.85479281233564,0.503573199443525,0.697136561644482,0.223312964471286,0.431761676151706,0.679008078515244,"Female",58,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",6,4.2,"left-leaning",4,7,4,6,6,7,5,6,7,5,7,7,6,6.08333333333333,5.5,6,6,6.5,6,6.5,0.1031,-0.33,-0.0575,1.431,0.2726,0.6201,0.0729,2.07,0.3465
"114","5f5a785cfbf1061461451d9a",2.459850368558,2.08922422641446,0.38412468554602,0.826858254800209,0.341148027615523,0.512085803062942,0.84078727369285,"Female",55,"30.501£ to 45.000£","Higher education (Bachelor, Master, PhD)",4.75,9.3,"right-leaning",6,7,3,4,1,5,1,1,7,6,7,7,1,4.16666666666667,5,2.5,3,4,6.5,4,0.6988837,0,-0.0575,2.282,0,1.8662,0.8755,3.59,1.37085
"115","5f70670e26f83062b8e73a09",2.44847062313372,0.164611670229762,0.314435015399296,0.134058656558176,0.144995409593446,0.202544814649098,0.599215600826557,"Female",57,"> 45.001£","Higher education (Bachelor, Master, PhD)",5.75,2.7,"right-leaning",6,7,5,5,5,6,1,5,5,5,6,6,4,5,6,5,3.5,5,5.5,5,0.6988837,-0.11,-0.0575,1.053,1.0872,0,0,0,0
"116","5fa450d5cec1de08e31b8a58",2.64095499012325,0.817405183602992,1.08519479368902,1.16655183481181,0.787652520393073,1.11936601257332,1.59524893605331,"Male",43,"23.001£ to 30.500£","Higher education (Bachelor, Master, PhD)",2.75,5.3,"left-leaning",5,5,1,4,3,4,1,1,2,1,5,4,1,2.66666666666667,3,3.5,2.5,1.5,3,2.5,1.294697,-0.22,-0.0575,2.282,1.0872,0,0,0.9,0
"117","5fac822590be0627d4f09b47",2.54568662693651,1.7143172910725,1.00336118281958,1.25573226377508,0.828796197986245,0.905950609278399,1.12095634585571,"Female",26,"< 18.000£","Higher education (Bachelor, Master, PhD)",5.75,3.9,"left-leaning",5,7,3,5,3,7,1,5,7,1,7,7,2,4.58333333333333,5,4,4,6,4,4.5,0.6988837,-0.11,-0.0575,2.282,0,0.1555,0.0729,0.9,0.1142
"118","5fd4d10b2f970406fe63ad96",2.53579386672915,2.72128220684057,0.563544144867646,0.929388109910302,0.43867303540956,0.615028632097908,0.840481877221385,"Male",59,"23.001£ to 30.500£","Compulsory education",5.5,2.6,"left-leaning",4,7,7,6,7,7,4,5,6,7,7,6,7,6.33333333333333,7,6.5,5.5,5.5,7,6.5,0.6988837,-0.33,-0.0575,2.282,0,0,0,0,0
"119","5fd7b5c1b6d6ef043967330c",2.61537999070596,1.14414979702611,0.933347596707184,0.445534414298893,0.557450987841529,0.638583367672054,0.968156486884904,"Male",59,"> 45.001£","Higher education (Bachelor, Master, PhD)",2.5,4.4,"right-leaning",7,6,1,2,2,2,2,1,2,2,5,5,4,2.83333333333333,3.5,2,2,1.5,3.5,4.5,1.294697,-0.22,-0.0575,2.282,1.0872,0,0,0,0
"120","6009aabebe921302cf083b53",2.53205468624544,0.83867943123389,1.48614262803846,0.42866871386693,0.428248601899052,0.785128872975066,1.26292054050843,"Female",57,"< 18.000£","Higher education (Bachelor, Master, PhD)",6,3.9,"left-leaning",3,7,6,6,6,7,5,5,7,5,7,7,4,6,6.5,6,6,6,6,5.5,1.294697,-0.11,-0.0575,2.282,0.2726,0.1555,0.0729,0.36,0.1142
"121","600c415a8f1fb8334df20e2a",2.53267955102563,0.239767112056776,0.840277753964248,0.63289373994028,0.412757156277624,0.652578174947778,1.06062350424797,"Male",34,"23.001£ to 30.500£","Further education",6,4.9,"left-leaning",3,6,5,6,6,7,2,4,7,2,7,7,4,5.25,5.5,6,4.5,5.5,4.5,5.5,0.6988837,0,-0.0575,2.282,1.0872,0,0,0.9,0
"122","600c50439b60d826f3052f7d",2.54456683907651,1.38342578060838,0.932161600268653,1.25021796474695,0.740520678234097,1.03092672866978,1.50909263165611,"Female",36,"18.000£ to 23.000£","Higher education (Bachelor, Master, PhD)",6,4.2,"left-leaning",2,5,6,6,5,6,3,6,7,4,7,6,5,5.5,5.5,5.5,4.5,6.5,5.5,5.5,1.294697,-0.11,-0.0575,1.053,1.0872,0,0,0.9,0
